REF_DATE,GEO,DGUID,Sex,Age group,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2020,Canada,2016A000011124,Both sexes,90 to 94 years,Persons,249,units,0,v31226524,1.1.126,248593,,,,0
1991,Canada,2016A000011124,Both sexes,95 to 99 years,Persons,249,units,0,v31226530,1.1.132,,..,,,0
1992,Canada,2016A000011124,Both sexes,95 to 99 years,Persons,249,units,0,v31226530,1.1.132,,..,,,0
1993,Canada,2016A000011124,Both sexes,95 to 99 years,Persons,249,units,0,v31226530,1.1.132,,..,,,0
1994,Canada,2016A000011124,Both sexes,95 to 99 years,Persons,249,units,0,v31226530,1.1.132,,..,,,0
1995,Canada,2016A000011124,Both sexes,95 to 99 years,Persons,249,units,0,v31226530,1.1.132,,..,,,0
1996,Canada,2016A000011124,Both sexes,95 to 99 years,Persons,249,units,0,v31226530,1.1.132,,..,,,0
1997,Canada,2016A000011124,Both sexes,95 to 99 years,Persons,249,units,0,v31226530,1.1.132,,..,,,0
1998,Canada,2016A000011124,Both sexes,95 to 99 years,Persons,249,units,0,v31226530,1.1.132,,..,,,0
1999,Canada,2016A000011124,Both sexes,95 to 99 years,Persons,249,units,0,v31226530,1.1.132,,..,,,0
2000,Canada,2016A000011124,Both sexes,95 to 99 years,Persons,249,units,0,v31226530,1.1.132,,..,,,0
2001,Canada,2016A000011124,Both sexes,95 to 99 years,Persons,249,units,0,v31226530,1.1.132,24927,,,,0
2002,Canada,2016A000011124,Both sexes,95 to 99 years,Persons,249,units,0,v31226530,1.1.132,26039,,,,0
2003,Canada,2016A000011124,Both sexes,95 to 99 years,Persons,249,units,0,v31226530,1.1.132,27544,,,,0
2004,Canada,2016A000011124,Both sexes,95 to 99 years,Persons,249,units,0,v31226530,1.1.132,28446,,,,0
2005,Canada,2016A000011124,Both sexes,95 to 99 years,Persons,249,units,0,v31226530,1.1.132,29915,,,,0
2006,Canada,2016A000011124,Both sexes,95 to 99 years,Persons,249,units,0,v31226530,1.1.132,32132,,,,0
2007,Canada,2016A000011124,Both sexes,95 to 99 years,Persons,249,units,0,v31226530,1.1.132,33998,,,,0
2008,Canada,2016A000011124,Both sexes,95 to 99 years,Persons,249,units,0,v31226530,1.1.132,36318,,,,0
2009,Canada,2016A000011124,Both sexes,95 to 99 years,Persons,249,units,0,v31226530,1.1.132,38612,,,,0
2010,Canada,2016A000011124,Both sexes,95 to 99 years,Persons,249,units,0,v31226530,1.1.132,41196,,,,0
2011,Canada,2016A000011124,Both sexes,95 to 99 years,Persons,249,units,0,v31226530,1.1.132,43138,,,,0
2012,Canada,2016A000011124,Both sexes,95 to 99 years,Persons,249,units,0,v31226530,1.1.132,44963,,,,0
2013,Canada,2016A000011124,Both sexes,95 to 99 years,Persons,249,units,0,v31226530,1.1.132,46722,,,,0
2014,Canada,2016A000011124,Both sexes,95 to 99 years,Persons,249,units,0,v31226530,1.1.132,49296,,,,0
2015,Canada,2016A000011124,Both sexes,95 to 99 years,Persons,249,units,0,v31226530,1.1.132,53488,,,,0
2016,Canada,2016A000011124,Both sexes,95 to 99 years,Persons,249,units,0,v31226530,1.1.132,59110,,,,0
2017,Canada,2016A000011124,Both sexes,95 to 99 years,Persons,249,units,0,v31226530,1.1.132,63937,,,,0
2018,Canada,2016A000011124,Both sexes,95 to 99 years,Persons,249,units,0,v31226530,1.1.132,67778,,,,0
2019,Canada,2016A000011124,Both sexes,95 to 99 years,Persons,249,units,0,v31226530,1.1.132,71787,,,,0
2020,Canada,2016A000011124,Both sexes,95 to 99 years,Persons,249,units,0,v31226530,1.1.132,74476,,,,0
1991,Canada,2016A000011124,Both sexes,100 years and over,Persons,249,units,0,v31226536,1.1.138,,..,,,0
1992,Canada,2016A000011124,Both sexes,100 years and over,Persons,249,units,0,v31226536,1.1.138,,..,,,0
1993,Canada,2016A000011124,Both sexes,100 years and over,Persons,249,units,0,v31226536,1.1.138,,..,,,0
1994,Canada,2016A000011124,Both sexes,100 years and over,Persons,249,units,0,v31226536,1.1.138,,..,,,0
1995,Canada,2016A000011124,Both sexes,100 years and over,Persons,249,units,0,v31226536,1.1.138,,..,,,0
1996,Canada,2016A000011124,Both sexes,100 years and over,Persons,249,units,0,v31226536,1.1.138,,..,,,0
1997,Canada,2016A000011124,Both sexes,100 years and over,Persons,249,units,0,v31226536,1.1.138,,..,,,0
1998,Canada,2016A000011124,Both sexes,100 years and over,Persons,249,units,0,v31226536,1.1.138,,..,,,0
1999,Canada,2016A000011124,Both sexes,100 years and over,Persons,249,units,0,v31226536,1.1.138,,..,,,0
2000,Canada,2016A000011124,Both sexes,100 years and over,Persons,249,units,0,v31226536,1.1.138,,..,,,0
2001,Canada,2016A000011124,Both sexes,100 years and over,Persons,249,units,0,v31226536,1.1.138,3522,,,,0
2002,Canada,2016A000011124,Both sexes,100 years and over,Persons,249,units,0,v31226536,1.1.138,3764,,,,0
2003,Canada,2016A000011124,Both sexes,100 years and over,Persons,249,units,0,v31226536,1.1.138,3926,,,,0
2004,Canada,2016A000011124,Both sexes,100 years and over,Persons,249,units,0,v31226536,1.1.138,4060,,,,0
2005,Canada,2016A000011124,Both sexes,100 years and over,Persons,249,units,0,v31226536,1.1.138,4189,,,,0
2006,Canada,2016A000011124,Both sexes,100 years and over,Persons,249,units,0,v31226536,1.1.138,4433,,,,0
2007,Canada,2016A000011124,Both sexes,100 years and over,Persons,249,units,0,v31226536,1.1.138,4683,,,,0
2008,Canada,2016A000011124,Both sexes,100 years and over,Persons,249,units,0,v31226536,1.1.138,5063,,,,0
2009,Canada,2016A000011124,Both sexes,100 years and over,Persons,249,units,0,v31226536,1.1.138,5356,,,,0
2010,Canada,2016A000011124,Both sexes,100 years and over,Persons,249,units,0,v31226536,1.1.138,5742,,,,0
2011,Canada,2016A000011124,Both sexes,100 years and over,Persons,249,units,0,v31226536,1.1.138,6034,,,,0
2012,Canada,2016A000011124,Both sexes,100 years and over,Persons,249,units,0,v31226536,1.1.138,6664,,,,0
2013,Canada,2016A000011124,Both sexes,100 years and over,Persons,249,units,0,v31226536,1.1.138,7056,,,,0
2014,Canada,2016A000011124,Both sexes,100 years and over,Persons,249,units,0,v31226536,1.1.138,7725,,,,0
2015,Canada,2016A000011124,Both sexes,100 years and over,Persons,249,units,0,v31226536,1.1.138,7911,,,,0
2016,Canada,2016A000011124,Both sexes,100 years and over,Persons,249,units,0,v31226536,1.1.138,8643,,,,0
2017,Canada,2016A000011124,Both sexes,100 years and over,Persons,249,units,0,v31226536,1.1.138,9002,,,,0
2018,Canada,2016A000011124,Both sexes,100 years and over,Persons,249,units,0,v31226536,1.1.138,9457,,,,0
2019,Canada,2016A000011124,Both sexes,100 years and over,Persons,249,units,0,v31226536,1.1.138,10380,,,,0
2020,Canada,2016A000011124,Both sexes,100 years and over,Persons,249,units,0,v31226536,1.1.138,11517,,,,0
1971,Canada,2016A000011124,Both sexes,Median age,Years,308,units,0,v466689,1.1.105,26.2,,,,1
1972,Canada,2016A000011124,Both sexes,Median age,Years,308,units,0,v466689,1.1.105,26.4,,,,1
1973,Canada,2016A000011124,Both sexes,Median age,Years,308,units,0,v466689,1.1.105,26.7,,,,1
1974,Canada,2016A000011124,Both sexes,Median age,Years,308,units,0,v466689,1.1.105,27.1,,,,1
1975,Canada,2016A000011124,Both sexes,Median age,Years,308,units,0,v466689,1.1.105,27.4,,,,1
1976,Canada,2016A000011124,Both sexes,Median age,Years,308,units,0,v466689,1.1.105,27.7,,,,1
1977,Canada,2016A000011124,Both sexes,Median age,Years,308,units,0,v466689,1.1.105,28.1,,,,1
1978,Canada,2016A000011124,Both sexes,Median age,Years,308,units,0,v466689,1.1.105,28.4,,,,1
1979,Canada,2016A000011124,Both sexes,Median age,Years,308,units,0,v466689,1.1.105,28.8,,,,1
1980,Canada,2016A000011124,Both sexes,Median age,Years,308,units,0,v466689,1.1.105,29.1,,,,1
1981,Canada,2016A000011124,Both sexes,Median age,Years,308,units,0,v466689,1.1.105,29.5,,,,1
1982,Canada,2016A000011124,Both sexes,Median age,Years,308,units,0,v466689,1.1.105,29.8,,,,1
1983,Canada,2016A000011124,Both sexes,Median age,Years,308,units,0,v466689,1.1.105,30.2,,,,1
1984,Canada,2016A000011124,Both sexes,Median age,Years,308,units,0,v466689,1.1.105,30.6,,,,1
1985,Canada,2016A000011124,Both sexes,Median age,Years,308,units,0,v466689,1.1.105,31,,,,1
1986,Canada,2016A000011124,Both sexes,Median age,Years,308,units,0,v466689,1.1.105,31.4,,,,1
1987,Canada,2016A000011124,Both sexes,Median age,Years,308,units,0,v466689,1.1.105,31.8,,,,1
1988,Canada,2016A000011124,Both sexes,Median age,Years,308,units,0,v466689,1.1.105,32.2,,,,1
1989,Canada,2016A000011124,Both sexes,Median age,Years,308,units,0,v466689,1.1.105,32.5,,,,1
1990,Canada,2016A000011124,Both sexes,Median age,Years,308,units,0,v466689,1.1.105,32.9,,,,1
1991,Canada,2016A000011124,Both sexes,Median age,Years,308,units,0,v466689,1.1.105,33.3,,,,1
1992,Canada,2016A000011124,Both sexes,Median age,Years,308,units,0,v466689,1.1.105,33.6,,,,1
1993,Canada,2016A000011124,Both sexes,Median age,Years,308,units,0,v466689,1.1.105,34,,,,1
1994,Canada,2016A000011124,Both sexes,Median age,Years,308,units,0,v466689,1.1.105,34.4,,,,1
1995,Canada,2016A000011124,Both sexes,Median age,Years,308,units,0,v466689,1.1.105,34.8,,,,1
1996,Canada,2016A000011124,Both sexes,Median age,Years,308,units,0,v466689,1.1.105,35.2,,,,1
1997,Canada,2016A000011124,Both sexes,Median age,Years,308,units,0,v466689,1.1.105,35.6,,,,1
1998,Canada,2016A000011124,Both sexes,Median age,Years,308,units,0,v466689,1.1.105,36,,,,1
1999,Canada,2016A000011124,Both sexes,Median age,Years,308,units,0,v466689,1.1.105,36.4,,,,1
2000,Canada,2016A000011124,Both sexes,Median age,Years,308,units,0,v466689,1.1.105,36.8,,,,1
2001,Canada,2016A000011124,Both sexes,Median age,Years,308,units,0,v466689,1.1.105,37.2,,,,1
2002,Canada,2016A000011124,Both sexes,Median age,Years,308,units,0,v466689,1.1.105,37.6,,,,1
2003,Canada,2016A000011124,Both sexes,Median age,Years,308,units,0,v466689,1.1.105,38,,,,1
2004,Canada,2016A000011124,Both sexes,Median age,Years,308,units,0,v466689,1.1.105,38.3,,,,1
2005,Canada,2016A000011124,Both sexes,Median age,Years,308,units,0,v466689,1.1.105,38.6,,,,1
2006,Canada,2016A000011124,Both sexes,Median age,Years,308,units,0,v466689,1.1.105,38.9,,,,1
2007,Canada,2016A000011124,Both sexes,Median age,Years,308,units,0,v466689,1.1.105,39.2,,,,1
2008,Canada,2016A000011124,Both sexes,Median age,Years,308,units,0,v466689,1.1.105,39.4,,,,1
2009,Canada,2016A000011124,Both sexes,Median age,Years,308,units,0,v466689,1.1.105,39.6,,,,1
2010,Canada,2016A000011124,Both sexes,Median age,Years,308,units,0,v466689,1.1.105,39.8,,,,1
2011,Canada,2016A000011124,Both sexes,Median age,Years,308,units,0,v466689,1.1.105,40,,,,1
2012,Canada,2016A000011124,Both sexes,Median age,Years,308,units,0,v466689,1.1.105,40.1,,,,1
2013,Canada,2016A000011124,Both sexes,Median age,Years,308,units,0,v466689,1.1.105,40.3,,,,1
2014,Canada,2016A000011124,Both sexes,Median age,Years,308,units,0,v466689,1.1.105,40.5,,,,1
2015,Canada,2016A000011124,Both sexes,Median age,Years,308,units,0,v466689,1.1.105,40.7,,,,1
2016,Canada,2016A000011124,Both sexes,Median age,Years,308,units,0,v466689,1.1.105,40.7,,,,1
2017,Canada,2016A000011124,Both sexes,Median age,Years,308,units,0,v466689,1.1.105,40.8,,,,1
2018,Canada,2016A000011124,Both sexes,Median age,Years,308,units,0,v466689,1.1.105,40.8,,,,1
2019,Canada,2016A000011124,Both sexes,Median age,Years,308,units,0,v466689,1.1.105,40.8,,,,1
2020,Canada,2016A000011124,Both sexes,Median age,Years,308,units,0,v466689,1.1.105,40.9,,,,1
